"Dataset:","LGBTI","","","","","",""
"Italy","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Never","34",""
"Italy","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Dont know","0",""
"Lithuania","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Always","19",""
"Lithuania","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Often","22",""
"Lithuania","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Rarely","33",""
"Lithuania","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Never","26",""
"Lithuania","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Dont know","0",""
"Luxembourg","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Always","2",""
"Luxembourg","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Often","17",""
"Luxembourg","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Rarely","33",""
"Luxembourg","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Never","48",""
"Luxembourg","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Dont know","0",""
"Latvia","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Always","17",""
"Latvia","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Often","21",""
"Latvia","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Rarely","32",""
"Latvia","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Never","30",""
"Latvia","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Dont know","0",""
"Malta","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Always","6",""
"Malta","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Often","14",""
"Malta","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Rarely","26",""
"Malta","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Never","53",""
"Malta","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Dont know","0",""
"Netherlands","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Always","6",""
"Netherlands","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Often","15",""
"Netherlands","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Rarely","42",""
"Netherlands","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Never","37",""
"Netherlands","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Dont know","0",""
"Poland","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Always","23",""
"Poland","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Often","28",""
"Poland","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Rarely","28",""
"Poland","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Never","21",""
"Poland","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Dont know","0",""
"Portugal","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Always","8",""
"Portugal","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Often","17",""
"Portugal","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Rarely","35",""
"Portugal","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Never","40",""
"Portugal","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Dont know","0",""
"Romania","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Always","23",""
"Romania","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Often","21",""
"Romania","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Rarely","29",""
"Romania","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Never","27",""
"Romania","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Dont know","0",""
"Sweden","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Always","7",""
"Sweden","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Often","15",""
"Sweden","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Rarely","43",""
"Sweden","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Never","36",""
"Sweden","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Dont know","0",""
"Slovenia","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Always","9",""
"Slovenia","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Often","16",""
"Slovenia","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Rarely","35",""
"Slovenia","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Never","39",""
"Slovenia","All","All","DEXavoid_places","Do you avoid certain places or locations for fear of being assaulted, threatened or harassed due to being LGBTI?","Dont know","0",""
